anon_polygon_id,start,end,duration_days,severity,min_zscore,mean_zscore,cause,cause_confidence,climatology_source,explanation
AOI-0001,2010-06-16,2010-07-17,32,suppression,-1.19,-1.08,non_weather,0.35,polygon,"Осадков 26 мм при норме 40 мм (65 процентов), температура отличается от нормы на 1.3 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2010-08-25,2010-09-08,15,suppression,-1.43,-1.22,non_weather,0.35,polygon,"Осадков 13 мм при норме 21 мм (61 процентов), температура отличается от нормы на 0.9 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2011-04-01,2011-06-02,63,critical,-2.4,-1.46,non_weather,0.35,polygon,"Осадков 55 мм при норме 69 мм (80 процентов), температура отличается от нормы на -1.7 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на -1.7 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2013-06-05,2013-07-04,30,suppression,-1.7,-1.42,non_weather,0.5,polygon,"Осадков 44 мм при норме 42 мм (105 процентов), температура отличается от нормы на 0.9 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 30 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2014-04-08,2014-05-26,49,suppression,-1.96,-1.41,non_weather,0.5,polygon,"Осадков 41 мм при норме 58 мм (71 процентов), температура отличается от нормы на 1.3 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 49 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2016-04-06,2016-05-06,31,suppression,-1.24,-1.08,non_weather,0.5,polygon,"Осадков 34 мм при норме 47 мм (73 процентов), температура отличается от нормы на 1.0 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 31 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2016-05-25,2016-06-20,27,suppression,-1.97,-1.42,cold,0.55,polygon,"Средняя температура за период на 2.6 градуса ниже нормы. Похолодание пришлось на фазу активного роста (день года 146): набор биомассы приостановился. Такое угнетение обычно обратимо, но сдвигает развитие на одну-две недели."
AOI-0001,2018-06-17,2018-07-23,37,suppression,-1.35,-1.14,non_weather,0.35,polygon,"Осадков 48 мм при норме 38 мм (126 процентов), температура отличается от нормы на 1.6 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на 1.6 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2019-04-01,2019-05-07,37,suppression,-1.98,-1.23,non_weather,0.5,polygon,"Осадков 37 мм при норме 47 мм (79 процентов), температура отличается от нормы на -0.1 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 37 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2019-09-18,2019-09-24,7,critical,-2.04,-1.44,cold,0.35,polygon,"Температура за период на 6.1 градуса ниже нормы, но это конец сезона (день года 261). Для созревающего посева холод означает ускоренное естественное отмирание, а не угнетение. Отдельного вмешательства обычно не требует."
AOI-0001,2020-07-01,2020-08-02,33,suppression,-1.25,-1.09,non_weather,0.5,polygon,"Осадков 30 мм при норме 31 мм (97 процентов), температура отличается от нормы на 0.6 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 33 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2021-04-01,2021-04-17,17,suppression,-1.4,-1.16,excess_water,0.55,polygon,Осадков выпало в 2.6 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0001,2021-05-22,2021-06-15,25,critical,-2.16,-1.59,non_weather,0.35,polygon,"Осадков 95 мм при норме 52 мм (182 процентов), температура отличается от нормы на -1.9 градуса. Ни один погодный порог не превышен, хотя осадков заметно больше нормы, температура отклонена от нормы на -1.9 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0001,2022-09-16,2022-09-22,7,critical,-2.62,-2.33,abrupt,0.6,polygon,"Резкое падение индекса на 2.4 стандартных отклонения за декаду. Похоже на одномоментное событие: уборку, потраву или механическое повреждение посева."
AOI-0001,2023-07-14,2023-07-24,11,suppression,-1.07,-0.95,cold,0.35,polygon,"Температура за период на 2.6 градуса ниже нормы, но это конец сезона (день года 195). Для созревающего посева холод означает ускоренное естественное отмирание, а не угнетение. Отдельного вмешательства обычно не требует."
AOI-0001,2023-10-23,2023-10-31,9,critical,-3.2,-2.43,heat,0.6,polygon,Средняя температура за период выше нормы на 5.8 градуса при достаточном увлажнении. Вероятен температурный стресс.
AOI-0001,2024-08-20,2024-09-01,13,suppression,-1.24,-1.04,drought,0.85,polygon,"Осадков за 30 дней выпало 6 мм при норме 20 мм, это 28 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 3.5 градуса."
AOI-0001,2025-04-16,2025-05-30,45,critical,-2.89,-1.66,non_weather,0.35,polygon,"Осадков 41 мм при норме 62 мм (67 процентов), температура отличается от нормы на 0.1 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0002,2025-06-06,2025-06-18,13,suppression,-1.54,-1.36,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0003,2025-06-25,2025-09-08,76,suppression,-1.8,-1.19,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0006,2025-04-14,2025-05-29,46,suppression,-1.92,-1.39,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0007,2025-07-26,2025-08-10,16,suppression,-1.62,-1.2,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0007,2025-09-01,2025-09-06,6,suppression,-1.14,-1.1,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0008,2025-06-30,2025-07-08,9,suppression,-1.14,-1.08,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0008,2025-07-30,2025-08-08,10,suppression,-1.1,-1.03,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0008,2025-08-21,2025-08-26,6,suppression,-1.14,-0.99,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0009,2025-06-06,2025-07-18,43,suppression,-1.89,-1.21,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0009,2025-09-02,2025-09-10,9,suppression,-1.64,-1.3,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0010,2011-04-14,2011-04-23,10,suppression,-1.67,-1.37,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2012-04-01,2012-06-10,71,critical,-2.42,-1.66,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2014-09-22,2014-10-31,40,suppression,-1.7,-1.13,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2015-04-01,2015-06-12,73,critical,-3.04,-2.26,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2017-08-04,2017-08-21,18,suppression,-1.57,-1.33,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2018-08-20,2018-09-22,34,suppression,-1.42,-1.12,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2018-10-05,2018-10-14,10,suppression,-1.45,-1.2,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2019-06-17,2019-07-18,32,suppression,-1.79,-1.14,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2019-08-25,2019-09-06,13,suppression,-1.19,-1.03,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2020-07-01,2020-10-31,123,critical,-2.16,-1.1,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2021-04-01,2021-06-16,77,critical,-4.37,-2.07,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2025-04-01,2025-04-19,19,suppression,-1.72,-1.43,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0010,2025-06-28,2025-08-06,40,critical,-2.2,-1.36,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0011,2025-06-05,2025-07-05,31,suppression,-1.92,-1.41,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0012,2025-06-23,2025-07-03,11,suppression,-1.57,-1.38,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0013,2010-06-07,2010-06-12,6,suppression,-1.23,-1.11,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2010-07-04,2010-07-18,15,critical,-2.36,-1.84,harvest,0.7,polygon,"Индекс обвалился на 2.4 стандартных отклонения и после этого 15 дней держится на низком уровне. День года 185 попадает в характерное окно уборки для культуры «озимая пшеница» (159-234). Скорее всего, это уборка или скашивание, а не повреждение посева."
AOI-0013,2010-08-04,2010-10-30,88,critical,-3.04,-2.34,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2011-04-01,2011-05-14,44,suppression,-1.67,-1.28,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2011-06-06,2011-06-22,17,suppression,-1.22,-0.75,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2011-07-30,2011-08-20,22,suppression,-1.72,-1.41,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2012-09-10,2012-10-20,41,suppression,-1.67,-1.36,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2013-04-30,2013-05-04,5,suppression,-1.21,-1.09,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2013-06-27,2013-07-04,8,suppression,-1.2,-1.12,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0013,2014-06-06,2014-09-14,101,suppression,-1.69,-1.1,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
